name,location,date,time,more_info,tags
Trivia Tuesdays,"New Realm Brewing Co., Charleston, SC",2026-07-07,7:00 PM,https://www.eventbrite.com/e/trivia-tuesdays-tickets-1978902639064,"Pursuits & Hobbies, Games, Trivia Games, Nightlife, Bars"
Zachs Daiqs Tuesday Trivia,"Zachs Daiquiris, Charleston, SC",2026-07-07,7:00 PM,https://zachsdaiqs.com/event-calender/,"Food & Drink, Performing Arts, Music, House, Electronic, Pursuits & Hobbies, Games, Trivia Games"
Trivia is back! Win bar cash,"Tin Roof, Charleston, SC",2026-07-07,7:30 PM,https://tockify.com/tinroofschedule/detail/1467/1783467000000,"Pursuits & Hobbies, Games, Trivia Games"
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-07-07,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-07-07,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Intro to Printmaking for Kids with Alex Roberts,"Park Circle Community Building, North Charleston, SC",2026-07-07,9:00 AM,https://nchasculturalarts.eventbrite.com,"Mixed Media Art, Visual Arts"
Fairytale Ballerinas Summer Camp,"Musical Theatre Center, Mount Pleasant, SC",2026-07-07,9:00 AM,https://www.onceuponaballetchs.com/2026-summer-camps/,"Destinations, Summer Camps, Special Audience, Kids, Toddlers"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-07,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Water Aerobics,"Edgefield Park Pool, Charleston, SC",2026-07-07,9:00 AM,https://dicommunity.org/event/water-aerobics-5/2026-07-07/,"Sports & Outdoors, Fitness"
Summer Camp 2026,"Gibbes Museum, Charleston, SC",2026-07-07,9:00 AM,http://www.gibbesmuseum.org/programs-events/summer-camp-2026/1032,"Pursuits & Hobbies, Crafts, Needlecrafts, Sewing, Weaving, Quilting, Knitting, Embroidery, Fashion & Beauty, Visual Arts, Drawing & Painting, Drawing, Painting, Watercolor, Sculpture & Ceramics, Sculpture, Fiber Art, Special Audience, Kids, Teens, Learning, Lessons & Classes"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-07-07,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
New Member Coffee,"Mount Pleasant Chamber of Commerce Office, Mount Pleasant, SC",2026-07-07,9:00 AM,https://business.mountpleasantchamber.org/events/details/new-member-coffee-3825,"Food & Drink, Coffee"
Sea Turtle Night Walks,"Edisto Island, SC",2026-07-07,9:00 PM,https://southcarolinaparks.com/products/10002569,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Civic Benefit, Causes & Activism, Environmental Causes, Learning"
DIRC Indoor Cycling,"Daniel Island Library, Daniel Island, SC",2026-07-07,9:30 AM,https://dicommunity.org/event/dirc-indoor-cycling/2026-07-07/,"Sports & Outdoors, Fitness, Sports, Cycling"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-07-08,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-07-08,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
Summer Movie Express at Regal Cinema,"Mt. Pleasant Towne Centre, Mount Pleasant, SC",2026-07-08,,https://www.mtpleasanttownecentre.com/events/summer-movie-express-at-regal-cinema/,"Visual Arts, Film, Special Audience, Family, Performing Arts, Music, Food & Drink, Food"
Soul Nite at The Burgundy Lounge,"The Starlight Motor Inn, North Charleston, SC",2026-07-08,,https://www.charlestoncvb.com/events/soul-nite-at-the-burgundy-lounge~26416,"Performing Arts, Theater, Musical"
Brew-oke,"New Realm Brewing Co, Charleston, SC",2026-07-08,,https://www.charlestoncvb.com/events/brew-oke~25846,"Performing Arts, Open Mic, Karaoke, Music, Food & Drink, Drinks"
The Brett Belanger Trio - Instrumental Jazz Series,"Forte Jazz Lounge, Charleston, SC",2026-07-08,,https://www.charlestoncvb.com/events/the-brett-belanger-trio-instrumental-jazz-series~27440,"Performing Arts, Music, Jazz, Piano"
LIVE MUSIC by ANNA CROSBY,"The Commodore, Charleston, SC",2026-07-08,,https://tockify.com/thecommodorechs/detail/227/1783483200000,"Performing Arts, Music, Live Music"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-07-08,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Group Exhibit – SHAPERS II,"Park Circle Gallery, North Charleston, SC",2026-07-08,10:30 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Story Time,"Cane Bay Library, Summerville, SC",2026-07-08,10:30 AM,https://berkeleylibrarysc.libcal.com/event/16522053,"Special Audience, Kids, Family, Literary Arts, Reading, Lifestyle"
Sensory Explorers - Ashley River Branch,"George H Seago, Jr Library, Summerville, SC",2026-07-08,10:30 AM,https://www.facebook.com/events/993045219996195/,"Special Audience, Sensory Friendly"
Concurrent Solo Exhibits – Chuck Barker and Lindsey Maldonado,"Park Circle Gallery, North Charleston, SC",2026-07-08,11:00 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-07-08,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-07-08,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
Wine Down Wednesdays,"Broken Leash Dog Park & Bar, North Charleston, SC",2026-07-08,12:00 PM,https://thebrokenleash.com/events-and-reservations/,"Food & Drink, Wine, Lifestyle, Pets, Dogs, Nightlife, Bars"
Checkout Challenge,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-08,1:00 PM,https://eventvesta.com/events/149343/t/tickets,"Destinations, Museums & Exhibits, Children's Museums, Professional, Special Audience, Kids, Pursuits & Hobbies, Markets & Shopping"
Public Tour,"Gibbes Museum, Charleston, SC",2026-07-08,1:00 PM,,"Visual Arts, Art Museums, Museums & Exhibits, Destinations"
Daufuskie Island Fire District,"Beaufort, SC",2026-07-08,1:00 PM,https://www.beaufortcountysc.gov/events/2026/07/07.08.2026 DIFD.html,"Civic Benefit, Politics & Government, Government Meetings, Committee Meetings"
J. Henry Stuhr's Grief Support Group: The ABCs of Grief and Self-Care,"J. Henry Stuhr's Northwoods Chapel, North Charleston, SC",2026-07-08,1:30 PM,https://jhenrystuhr.com/grief-support/,"Health & Wellness, Mental Health, Support Groups, Lifestyle, Community Groups, Civic Benefit"
Community Engagement Committee Meeting,"MPCC Office, Mount Pleasant, SC",2026-07-08,1:30 PM,https://business.mountpleasantchamber.org/events/details/community-engagement-committee-meeting-07-08-2026-3836,"Civic Benefit, Politics & Government, Government Meetings, Committee Meetings"
Yarn Therapy,"Goose Creek Library, Goose Creek, SC",2026-07-08,2:00 PM,https://berkeleylibrarysc.libcal.com/event/15537434,"Special Audience, Family, Pursuits & Hobbies, Crafts, Needlecrafts, Knitting, Crocheting, Lifestyle, Health & Wellness"
Candle Making at Marsh Hen Mill ~ Edisto,"Marsh Hen Mill Farmers Market, Edisto Island, SC",2026-07-08,3:00 PM,https://www.eventbrite.com/e/candle-making-at-marsh-hen-mill-edisto-tickets-1989912057531,"Topics, Schools & Education"
West Ashley Farmers Market,"Ackerman Park, Charleston, SC",2026-07-08,3:00 PM,https://charlestonfarmersmarket.com/west-ashley-farmers-market/,"Performing Arts, Music, Live Music, Pursuits & Hobbies, Markets & Shopping, Farmers Markets"
Natural History with the Mace Brown Museum - Summerville Branch,"George H Seago, Jr Library, Summerville, SC",2026-07-08,3:00 PM,https://www.facebook.com/events/1643381036960865/,"Destinations, Museums & Exhibits, Natural History Museums, Pursuits & Hobbies, Other Interests, History"
"Kid Tours: Alligators, Crocodiles—Oh My!","The Charleston Museum, Charleston, SC",2026-07-08,3:30 PM,https://www.charlestonmuseum.org/news-events/events/kid-tours-cannon-fire/,"Kids, Natural History Museums, Learning, Lessons & Classes, Museums & Exhibits, Destinations, Special Audience"
Wine Down Wednesday at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-07-08,4:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Wine, Drinks"
Happy Hour at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-07-08,4:00 PM,https://bourbonnbubbles.com/charleston-bourbon-n-bubbles-happy-hours-specials,"Food & Drink, Drinks, Happy Hour"
Family Happy Hour,"Charleston Aqua Park, Johns Island, SC",2026-07-08,4:30 PM,https://eventvesta.com/events/148594/t/tickets,"Swimming, Water Sports, Outdoor Recreation, Sports & Outdoors"
Dog House by Nonna and Nana's,"Tin Roof, Charleston, SC",2026-07-08,5:00 PM,https://tockify.com/tinroofschedule/detail/1577/1783544400000,"Lifestyle, Pets, Dogs"
Seafood Tower Hour,"Hank's Seafood, Charleston, SC",2026-07-08,5:00 PM,https://www.hanksseafoodrestaurant.com/event/seafood-tower-hour/,"Food & Drink, Seafood, Dinner, Food"
Doula Meet & Greet at Charleston Birth Place,"Charleston Birth Place, Mount Pleasant, SC",2026-07-08,6:00 PM,https://www.eventbrite.com/e/doula-meet-greet-at-charleston-birth-place-tickets-1991857573622,"Professional, Networking"
Yoga At Coastal Climbing,"Coastal Climbing, Charleston, SC",2026-07-08,6:30 PM,https://app.rockgympro.com/b/widget/?a=calendar&&widget_guid=c8153164e2b64f8588fadaf20fe8cc9f&random=6862ad33795ff&iframeid=&mode=p,"Sports & Outdoors, Fitness, Yoga, Outdoor Recreation, Climbing"
Publik Education Trivia @ Two Blokes,"Two Blokes Brewing, Mount Pleasant, SC",2026-07-08,6:30 PM,,"Food & Drink, Drinks, Beer, Pursuits & Hobbies, Games"
Fall 2026 Community Business Academy Info Session - Virtual,"Join Us Virtually, Charleston, SC",2026-07-08,6:30 PM,https://www.lowcountrylocalfirst.org/events/fall-2026-community-business-academy-info-session---july,"Civic Benefit, Politics & Government, Government Meetings, Committee Meetings, Topics, Business"
Weekly Trivia @ Indigo Reef Brewing,"Indigo Reef Brewing, Charleston, SC",2026-07-08,7:00 PM,https://www.facebook.com/TriviaTimeCharleston,"Food & Drink, Drinks, Craft Beer, Beer, Pursuits & Hobbies, Games, Trivia Games"
Trivia Wednesday's!,"DIG In The Park, North Charleston, SC",2026-07-08,7:00 PM,,"Pursuits & Hobbies, Games, Trivia Games"
Wild Turkey Wednesday,"The Drop In Bar & Deli, Folly Beach, SC",2026-07-08,7:00 PM,https://www.facebook.com/events/1362260152258610/1362260192258606/?active_tab=about,"Holidays, Thanksgiving"
Armor For Sleep,"Music Farm, Charleston, SC",2026-07-08,7:30 PM,https://musicfarm.com/event/armor-for-sleep/,
Matt Maeson: Watch My Step Tour,"Charleston Music Hall, Charleston, SC",2026-07-08,8:00 PM,,"Performing Arts, Music, Concerts, Rock, Alternative Rock, Live Music, Folk & Traditional, Lifestyle"
Laughway To The Weekend,"Theatre 99, Charleston, SC",2026-07-08,8:00 PM,https://theatre99.com/event/laughway-to-the-weekend-229/,"Performing Arts, Comedy, Improv, Music, Concerts, Special Audience, Family"
Movies on The Green,"Freshfields Village, Johns Island, SC",2026-07-08,8:00 PM,https://www.facebook.com/events/1545822670520731/1545822673854064/?active_tab=about,"Visual Arts, Film, Outdoor Movies, Performing Arts, Comedy, Theater, Musical, Special Audience, Family, Lifestyle, Relationships"
Wednesday Night Flight! 8pm FREE,"Tin Roof, Charleston, SC",2026-07-08,8:00 PM,https://tockify.com/tinroofschedule/detail/1466/1783555200000,
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-07-08,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-07-08,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Intro to Printmaking for Kids with Alex Roberts,"Park Circle Community Building, North Charleston, SC",2026-07-08,9:00 AM,https://nchasculturalarts.eventbrite.com,"Mixed Media Art, Visual Arts"
Fairytale Ballerinas Summer Camp,"Musical Theatre Center, Mount Pleasant, SC",2026-07-08,9:00 AM,https://www.onceuponaballetchs.com/2026-summer-camps/,"Destinations, Summer Camps, Special Audience, Kids, Toddlers"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-08,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-07-08,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-07-09,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-07-09,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
Summer Movie Express at Regal Cinema,"Mt. Pleasant Towne Centre, Mount Pleasant, SC",2026-07-09,,https://www.mtpleasanttownecentre.com/events/summer-movie-express-at-regal-cinema/,"Visual Arts, Film, Special Audience, Family, Performing Arts, Music, Food & Drink, Food"
JAZZ SERIES 7:30 to 9 PM,"The Commodore, Charleston, SC",2026-07-09,,https://tockify.com/thecommodorechs/detail/296/1783569600000,"Performing Arts, Music, Jazz"
The Great American Songbook featuring Joe Clarke,"Forte Jazz Lounge, Charleston, SC",2026-07-09,,https://www.charlestoncvb.com/events/the-great-american-songbook-featuring-joe-clarke~27441,"Performing Arts, Music, Jazz"
LIVE MUSIC,"The Commodore, Charleston, SC",2026-07-09,,https://tockify.com/thecommodorechs/detail/290/1783569600000,"Performing Arts, Music, Live Music"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-07-09,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Sweetgrass Basket Making Class,"Wild Dunes Resort, Isle of Palms, SC",2026-07-09,10:00 AM,https://www.wilddunesresort.com/book-experiences/#!/e/sweetgrass-basket-making-class-0be834aa/,"Visual Arts, Family, Special Audience"
Group Exhibit – SHAPERS II,"Park Circle Gallery, North Charleston, SC",2026-07-09,10:30 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
"Sew Scrappy Club: ""Throwback Thursday""","People Places & Quilts, Summerville, SC",2026-07-09,10:30 AM,https://peopleplacesquilts.com/calendar/,"Pursuits & Hobbies, Crafts, Needlecrafts, Sewing"
Tiny Tour,"Gibbes Museum, Charleston, SC",2026-07-09,10:30 AM,http://www.gibbesmuseum.org/programs-events/tiny-tour/1116,"Special Audience, Family, Kids, Toddlers, Visual Arts, Galleries"
Storytime Adventures,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-09,11:00 AM,https://eventvesta.com/events/149340/t/tickets,"Special Audience, Kids, Literary Arts, Reading, Storytelling, Destinations, Museums & Exhibits, Children's Museums"
Concurrent Solo Exhibits – Chuck Barker and Lindsey Maldonado,"Park Circle Gallery, North Charleston, SC",2026-07-09,11:00 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-07-09,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-07-09,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
J. Henry Stuhr's Grief Support Group: The ABCs of Grief and Self-Care,"J. Henry Stuhr's Downtown Chapel, Charleston, SC",2026-07-09,1:30 PM,https://jhenrystuhr.com/grief-support/,"Health & Wellness, Mental Health, Support Groups, Lifestyle, Community Groups, Civic Benefit"
Bourbon N' Bubbles Farm To Table Experience,"Bourbon N' Bubbles, Charleston, SC",2026-07-09,2:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Food, Food Tours, Pursuits & Hobbies, Culinary Arts"
North Charleston Farmers Market,"Park Circle Pavilion, North Charleston, SC",2026-07-09,3:00 PM,,"Festivals & Fairs, Music, Food, Performing Arts, Destinations, Food & Drink"
Moncks Corner Farmers Market,"The Market Pavilion, Moncks Corner, SC",2026-07-09,3:00 PM,https://www.facebook.com/events/1997252990820544/2035653496980493/?active_tab=about,"Pursuits & Hobbies, Markets & Shopping, Farmers Markets"
Peninsula Plan Open Studio Hours: Soft Launch,"Design Division, Charleston, SC",2026-07-09,3:00 PM,http://www.charleston-sc.gov/calendar.aspx,Visual Arts
Pink Hour ft. Live Music- Ally Lewber Takes the Stage,"Zachary's Daiquiris, Charleston, SC",2026-07-09,4:00 PM,https://www.instagram.com/zachsdaiqs/,"Performing Arts, Music, Live Music, Food & Drink, Drinks, Happy Hour"
Happy Hour at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-07-09,4:00 PM,https://bourbonnbubbles.com/charleston-bourbon-n-bubbles-happy-hours-specials,"Food & Drink, Drinks, Happy Hour"
Brewery Blast Laser Tag at Holy City Brewing,"Holy City Brewing, North Charleston, SC",2026-07-09,5:00 PM,,"Food & Drink, Drinks, Pursuits & Hobbies, Games"
Shake Up the Taste,"Little Palm, Charleston, SC",2026-07-09,5:00 PM,https://chswf.org/events/shake-up-the-taste-little-palm/?squadup-gift-card=FOFSizzle26,Food & Drink
Throwback Thursdays!,"Reforged Gaming Lounge, North Charleston, SC",2026-07-09,5:00 PM,https://www.eventbrite.com/e/throwback-thursdays-tickets-1988686668359,"Pursuits & Hobbies, Games, Food & Drink"
Women's Self-Defense,"Daniel Island Library, Daniel Island, SC",2026-07-09,5:45 PM,https://www.dijiujitsu.com/self-defense,"Sports & Outdoors, Fitness, Sports, Martial Arts, Special Audience, Women"
Adults Only Night at Charleston Aqua Park,"Charleston Aqua Park, Johns Island, SC",2026-07-09,6:00 AM,https://eventvesta.com/events/147137/t/tickets,"Sports & Outdoors, Outdoor Recreation, Swimming, Water Sports, Pursuits & Hobbies, Games"
How To Buy A House Class with Kameron Wray,"Modern + Main Realty, Moncks Corner, SC",2026-07-09,6:00 PM,https://www.eventbrite.com/e/how-to-buy-a-house-class-with-kameron-wray-tickets-1991537561457,"Learning, Lessons & Classes, Topics, Schools & Education, Real Estate, Pursuits & Hobbies"
FOXY G'S 4th Annual Birthday Bash at the Charleston Pour House (Deck),"Pour House, Charleston, SC",2026-07-09,6:00 PM,https://www.facebook.com/events/2089795104919580/,"Destinations, Parties & Reunions, Anniversaries, Performing Arts, Music"
Tea & Tradition: Exploring Lowcountry Herbs,"Middleton Place, Charleston, SC",2026-07-09,6:00 PM,https://www.middletonplace.org/news-and-events/event/tea-tradition-exploring-lowcountry-herbs/,"Food & Drink, Tea, Drinks, Pursuits & Hobbies, Home & Garden"
Bombargo on the NÜTRL Beach Stage,"The Windjammer, Isle of Palms, SC",2026-07-09,6:00 PM,https://the-windjammer.com/event/bombargo/,"Performing Arts, Music, Concerts, Outdoor Concerts"
Town Council,"Summerville, SC",2026-07-09,6:00 PM,https://www.facebook.com/events/749930008154398/749930028154396/?active_tab=about,"Civic Benefit, Politics & Government, Government Meetings, Townhall"
CLIMB-FIT,"Coastal Climbing, Charleston, SC",2026-07-09,6:15 PM,https://app.rockgympro.com/b/widget/?a=calendar&&widget_guid=c8153164e2b64f8588fadaf20fe8cc9f&random=6862ad33795ff&iframeid=&mode=p,"Sports & Outdoors, Fitness, CrossFit, Outdoor Recreation, Climbing"
Free Weekly Euchre Meetup - Thursdays @ Edisto River Brewing Co,"Edisto River Brewing Company Llc, Johns Island, SC",2026-07-09,6:30 PM,https://www.eventbrite.com/e/free-weekly-euchre-meetup-thursdays-edisto-river-brewing-co-tickets-1978757609276,"Pursuits & Hobbies, Games, Card Games, Food & Drink, Drinks"
Paint & Sip Event @ Two Blokes Brewing: Wishful Dandelions,"Two Blokes Brewing, Mount Pleasant, SC",2026-07-09,7:00 PM,https://eventvesta.com/events/149098/t/tickets,"Visual Arts, Drawing & Painting, Painting"
Flight Night Thursdays at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-07-09,7:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Drinks"
What's That Song Music Trivia @ Indigo Reef Brewing,"Indigo Reef Brewing, Charleston, SC",2026-07-09,7:00 PM,https://www.facebook.com/photo/?fbid=903048382477411&set=a.258880426894213,"Performing Arts, Music, Food & Drink, Drinks, Craft Beer, Beer, Pursuits & Hobbies, Games, Trivia Games"
Starlight Yoga,"Folly Beach County Park, Folly Beach, SC",2026-07-09,7:30 PM,http://www.ccprc.com/calendar.aspx,"Yoga, Fitness, Sports & Outdoors"
Chris Higgins,"Wit’s End Comedy Lounge, North Charleston, SC",2026-07-09,8:00 PM,https://www.bandsintown.com/e/107580260?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Live Music"
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-07-09,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-07-09,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Intro to Printmaking for Kids with Alex Roberts,"Park Circle Community Building, North Charleston, SC",2026-07-09,9:00 AM,https://nchasculturalarts.eventbrite.com,"Mixed Media Art, Visual Arts"
Fairytale Ballerinas Summer Camp,"Musical Theatre Center, Mount Pleasant, SC",2026-07-09,9:00 AM,https://www.onceuponaballetchs.com/2026-summer-camps/,"Destinations, Summer Camps, Special Audience, Kids, Toddlers"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-09,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Water Aerobics,"Edgefield Park Pool, Charleston, SC",2026-07-09,9:00 AM,https://dicommunity.org/event/water-aerobics-5/2026-07-09/,"Sports & Outdoors, Fitness"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-07-09,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
Sea Turtle Night Walks,"Edisto Island, SC",2026-07-09,9:00 PM,https://southcarolinaparks.com/products/10002569,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Civic Benefit, Causes & Activism, Environmental Causes, Learning"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-07-10,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-07-10,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
Upcoming Events,"Search, North Charleston, SC",2026-07-10,,https://fireflydistillery.com/events/,
Lunch & Learn,"South Carolina Historical Society, Charleston, SC",2026-07-10,,https://www.charlestoncvb.com/events/lunch-learn-a-born-merchant-the-origins-of-henry-laurens-s-trading-empire-presented-by-greg-brookings~27553,"Learning, Talks & Lectures, Lessons & Classes, Food & Drink, Food, Lunch"
Party at the Point,"Charleston Harbor Resort & Marina, Mount Pleasant, SC",2026-07-10,,https://www.charlestoncvb.com/events/party-at-the-point~26529,"Performing Arts, Music, Concerts, Live Music, Food & Drink, Drinks, Happy Hour, Special Audience, Family, Destinations, Parties & Reunions"
JAZZ SERIES 7:30 to 9 PM,"The Commodore, Charleston, SC",2026-07-10,,https://tockify.com/thecommodorechs/detail/297/1783656000000,"Performing Arts, Music, Jazz"
LIVE MUSIC by NOAH JESSUP,"The Commodore, Charleston, SC",2026-07-10,,https://tockify.com/thecommodorechs/detail/275/1783656000000,"Performing Arts, Music, Live Music"
Food Truck Friday,"Kiawah Island Town Hall Lawn, Kiawah Island, SC",2026-07-10,,https://www.charlestoncvb.com/events/food-truck-friday~26847,"Food & Drink, Food Trucks, Food, Dessert, Drinks"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-07-10,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Berkeley County Veterans Affairs - Veterans Assistance,"Daniel Island Library, Daniel Island, SC",2026-07-10,10:00 AM,https://berkeleylibrarysc.libcal.com/event/16466325,"Civic Benefit, Patriotic, Military, Fundraisers, Special Audience, Family"
Friday Night DJ Set!,"DIG In The Park, North Charleston, SC",2026-07-10,10:00 PM,https://www.eventbrite.com/e/friday-night-dj-set-tickets-1980025253835,"Performing Arts, Music, Electronic"
Group Exhibit – SHAPERS II,"Park Circle Gallery, North Charleston, SC",2026-07-10,10:30 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Concurrent Solo Exhibits – Chuck Barker and Lindsey Maldonado,"Park Circle Gallery, North Charleston, SC",2026-07-10,11:00 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-07-10,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-07-10,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
The Darling Oyster Bar Wine Lunch,"The Darling Oyster Bar, Charleston, SC",2026-07-10,12:00 PM,https://chswf.org/events/the-darling-oyster-bar-wine-lunch/?squadup-gift-card=FOFSizzle26,Food & Drink
Checkout Challenge,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-10,1:00 PM,https://eventvesta.com/events/149343/t/tickets,"Destinations, Museums & Exhibits, Children's Museums, Professional, Special Audience, Kids, Pursuits & Hobbies, Markets & Shopping"
Spirit Tastings at Kiawah Spirits,"Freshfields Village, Johns Island, SC",2026-07-10,1:00 PM,https://www.facebook.com/events/1295497679442018/1295497739442012/?active_tab=about,"Lifestyle, Religion & Spirituality, Food & Drink, Drinks, Spirits & Liquor, Pursuits & Hobbies, Markets & Shopping"
