name,location,date,time,more_info,tags
Public Tour,"Gibbes Museum, Charleston, SC",2026-07-10,1:00 PM,,"Visual Arts, Art Museums, Museums & Exhibits, Destinations"
Bourbon N' Bubbles Farm To Table Experience,"Bourbon N' Bubbles, Charleston, SC",2026-07-10,2:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Food, Food Tours, Pursuits & Hobbies, Culinary Arts"
Fossil Friday with Curator of Natural History Matthew Gibson,"The Charleston Museum, Charleston, SC",2026-07-10,3:30 PM,https://www.charlestonmuseum.org/news-events/events/fossil-friday-with-curator-of-natural-history-matthew-gibson-139/,"Archaeology, Natural History Museums, Museums & Exhibits, Destinations, Science, STEM, Topics"
Mixology Class | Southern Sips at Linnette's,"The Dunlin, Auberge Collection, Johns Island, SC",2026-07-10,3:30 PM,https://auberge.com/the-dunlin/experiences#!/e/southern-sips-f0adcadb,"Learning, Lessons & Classes, Food & Drink, Drinks"
Happy Hour at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-07-10,4:00 PM,https://bourbonnbubbles.com/charleston-bourbon-n-bubbles-happy-hours-specials,"Food & Drink, Drinks, Happy Hour"
Wakeboard Night,"Charleston Aqua Park, Johns Island, SC",2026-07-10,5:00 PM,https://eventvesta.com/events/145814/t/tickets,"Sports & Outdoors, Outdoor Recreation, Swimming, Water Sports"
Brewery Blast Laser Tag at Holy City Brewing,"Holy City Brewing, North Charleston, SC",2026-07-10,5:00 PM,,"Food & Drink, Drinks, Pursuits & Hobbies, Games"
"Pizza Night! Handmade Pies, Garlic Knots & Zeppoles Cooking Class","Chef's Collective, Charleston, SC",2026-07-10,5:30 PM,https://www.thechefscollective.com/event-details/pizza-night-handmade-pies-garlic-knots-zeppoles,"Pursuits & Hobbies, Culinary Arts, Cooking Classes, Crafts, Food & Drink, Food, Dessert, Pie, Italian Food, Pizza, Learning, Lessons & Classes, Destinations, Sightseeing, Live Interactive Events"
Author Event: NY Times Bestselling Author Meg Waite Clayton,"Pat Conroy Literary Center, Beaufort, SC",2026-07-10,5:30 PM,https://patconroyliterarycenter.org/calendar/author-event-ny-times-bestselling-author-meg-waite-clayton/,"Literary Arts, Author Events, Book Clubs"
The Midnight City - on the NÜTRL Beach Stage,"The Windjammer, Isle of Palms, SC",2026-07-10,6:00 PM,https://the-windjammer.com/event/tmc-frijuly26/,"Performing Arts, Music, Concerts, Outdoor Concerts"
Music on the Green,"Freshfields Village, Johns Island, SC",2026-07-10,6:00 PM,https://freshfieldsvillage.com/event/music-on-the-green/2026-06-05/,"Performing Arts, Music, Live Music"
Family Puzzle Challenge - Ashley River Branch,"George H Seago, Jr Library, Summerville, SC",2026-07-10,6:30 PM,https://www.facebook.com/events/1338225018218051/,"Pursuits & Hobbies, Games, Special Audience, Family, Lifestyle, Relationships"
An Evening with Wilco,"Firefly Distillery, North Charleston, SC",2026-07-10,7:00 PM,,"Performing Arts, Music, Concerts, Rock, Pop Rock, Sports & Outdoors, Outdoor Recreation"
Queens of Country,"Queen Street Playhouse, Charleston, SC",2026-07-10,7:00 PM,https://www.footlightplayers.net/queensofcountry,"Music, Country, Performing Arts"
Dylan Swinson,"Accent on Wine at Whitehall, North Charleston, SC",2026-07-10,7:00 PM,https://www.bandsintown.com/e/108452050?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Rock, Concerts, Alternative Rock, Pop Rock, Acoustic, Live Music"
Suburban Downgrade,"Tin Roof, Charleston, SC",2026-07-10,7:00 PM,https://tockify.com/tinroofschedule/detail/1667/1783724400000,Destinations
Chris Jones,"The Fillin' Station, Beaufort, SC",2026-07-10,7:00 PM,https://www.facebook.com/events/2786177318396727/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22lov_feed%22%2C%22surface%22%3A%22bookmark%22%7D]%2C%22ref_notif_type%22%3Anull%7D,"Performing Arts, Music, Live Music"
Live Music Friday's,"DIG In The Park, North Charleston, SC",2026-07-10,7:00 PM,https://www.eventbrite.com/e/live-music-fridays-tickets-1980023921851,"Performing Arts, Music, Live Music"
Final Fae Friday Writing  Workshops,"Tua Lingua, North Charleston, SC",2026-07-10,7:00 PM,,"Literary Arts, Writing, Poetry, Professional, Schools & Education, Performing Arts, Open Mic, Learning, Conferences & Workshops"
Chris Boone,"The Southern Bar & Grill, Mount Pleasant, SC",2026-07-10,7:30 PM,https://www.bandsintown.com/e/107954712?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Piano, Organ, Percussion, Live Music, Folk & Traditional"
Take The Funny And Run,"Theatre 99, Charleston, SC",2026-07-10,8:00 PM,https://theatre99.com/event/take-the-funny-and-run-442/,"Performing Arts, Comedy, Improv, Music, Concerts, Theater, Special Audience, Family, Sports & Outdoors, Fitness, Running"
The Travelin' Kine w/ Crooked Diehl,"Pour House, Charleston, SC",2026-07-10,8:00 PM,https://www.facebook.com/events/1518668253143262/,"Performing Arts, Music, Concerts, Literary Arts, Storytelling"
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-07-10,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-07-10,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Intro to Printmaking for Kids with Alex Roberts,"Park Circle Community Building, North Charleston, SC",2026-07-10,9:00 AM,https://nchasculturalarts.eventbrite.com,"Mixed Media Art, Visual Arts"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-10,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-07-10,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
AQUA: A Wet ‘N Wild Foam Party Experience,"Music Farm, Charleston, SC",2026-07-10,9:00 PM,https://musicfarm.com/event/aqua-a-wet-n-wild-foam-party-experience/,"Performing Arts, Music, Rock, Pop Rock, Concerts, Destinations, Parties & Reunions, Zoos & Animals, Farms, Lifestyle"
The Ries Brothers,"The Royal American, Charleston, SC",2026-07-10,9:00 PM,https://www.theroyalamerican.com/schedule/the-ries-brothers-7-10-26,
Tricia Ann Band,"The Pub On 61, Charleston, SC",2026-07-10,9:30 PM,https://www.bandsintown.com/e/107929364?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Live Music, Country"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-07-11,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-07-11,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
Upcoming Events,"Search, North Charleston, SC",2026-07-11,,https://fireflydistillery.com/events/,
2026 Summer Chucktown Throwdown,"Gamers Guild SC, Hanahan, SC",2026-07-11,,,"Sports & Outdoors, Sports"
Revolution Saturdays at Middleton Place,"Middleton Place, Charleston, SC",2026-07-11,,https://www.charlestoncvb.com/events/revolution-saturdays-at-middleton-place~25944,"Special Audience, Family"
JAZZ SERIES 7:30 to 9 PM,"The Commodore, Charleston, SC",2026-07-11,,https://tockify.com/thecommodorechs/detail/298/1783742400000,"Performing Arts, Music, Jazz"
LIVE MUSIC BY CTRL ROOM,"The Commodore, Charleston, SC",2026-07-11,,https://tockify.com/thecommodorechs/detail/226/1783742400000,"Performing Arts, Music, Live Music"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-07-11,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Breakfast & Brunch,"Jehovah Lodge No. 351, P.H.A. F. & A.M. of SC, Cross, SC",2026-07-11,10:00 AM,https://www.eventbrite.com/e/breakfast-brunch-tickets-1989839659988,"Food & Drink, Food, Breakfast, Brunch"
Hot*ucks,"Charleston, SC",2026-07-11,10:00 AM,https://www.eventbrite.com/e/hotucks-tickets-1990355740599,"Food & Drink, Drinks"
GOLDEN BOY COUNT UP,"Holly Hill, SC",2026-07-11,10:00 AM,https://www.eventbrite.com/e/golden-boy-count-up-tickets-1990826369262,"Destinations, Parties & Reunions"
Momdays Sweat + Social,"Kenny Flowers, Charleston, SC",2026-07-11,10:00 AM,https://www.eventbrite.com/e/momdays-sweat-social-tickets-1990976902511,"Topics, Schools & Education"
CML Superstars,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-11,10:00 AM,https://eventvesta.com/events/149345/t/tickets,"Schools & Education, Topics"
Wake School For Kids,"Charleston Aqua Park, Johns Island, SC",2026-07-11,10:00 AM,https://eventvesta.com/events/145815/t/tickets,"Destinations, Festivals & Fairs, Summer, Festivals & Street Fairs, Sports & Outdoors, Sports, Outdoor Recreation, Swimming, Water Sports"
Hot*ucks,"Charleston, North Charleston, SC",2026-07-11,10:00 AM,https://www.eventbrite.com/e/hotucks-tickets-1990355740599,"Food & Drink, Drinks"
DJ Saturdays!,"DIG In The Park, North Charleston, SC",2026-07-11,10:00 PM,https://www.eventbrite.com/e/dj-saturdays-tickets-1980027358129,"Performing Arts, Music, Electronic"
Group Exhibit – SHAPERS II,"Park Circle Gallery, North Charleston, SC",2026-07-11,10:30 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
West County Aquatic Center Summer Splash Bash,"WCAC, Hollywood, SC",2026-07-11,11:00 AM,https://www.ccprc.com/event/summer-splash-bash/460/,"Swimming, Water Sports, Outdoor Recreation, Sports & Outdoors"
"Blue Zone Meal Prep - Okinawa, Japan","Chef's Collective, Charleston, SC",2026-07-11,11:00 AM,https://www.thechefscollective.com/event-details/blue-zone-meal-prep-okinawa-japan,"Food & Drink, Food, Destinations, Sightseeing, Live Interactive Events, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Concurrent Solo Exhibits – Chuck Barker and Lindsey Maldonado,"Park Circle Gallery, North Charleston, SC",2026-07-11,11:00 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-07-11,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
Peaceful Sunset - Paint and Sip in Charleston | Classpop!™,"Indigo Reef Brewing Company, Charleston, SC",2026-07-11,12:00 PM,https://www.eventbrite.com/e/peaceful-sunset-paint-and-sip-in-charleston-classpoptm-tickets-1990001510086,"Visual Arts, Drawing & Painting, Painting, Topics, Schools & Education"
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-07-11,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
NORA EN PURE,"Palma Day Club, Charleston, SC",2026-07-11,12:00 PM,,"Nightlife, Performing Arts, Music, Destinations, Festivals & Fairs"
Saturdays at the Distillery,"Firefly Distillery, North Charleston, SC",2026-07-11,12:00 PM,https://fireflydistillery.com/event/saturdays-at-the-distillery-july/,"Food & Drink, Drinks, Food Trucks, Performing Arts, Music, Live Music"
Art Room Surprise,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-11,1:00 PM,https://eventvesta.com/events/149339/t/tickets,"Visual Arts, Drawing & Painting, Painting, Drawing, Learning, Lessons & Classes, Special Audience, Kids, Destinations, Museums & Exhibits, Children's Museums"
Paint & Sip @ Ruby Sunshine (Downtown): Charleston Window Box,"Ruby Sunshine Brunch Restaurant, Charleston, SC",2026-07-11,1:00 PM,https://eventvesta.com/events/149099/t/tickets,"Visual Arts, Drawing & Painting, Painting"
Paint and Sip,"Magnolia Plantation, Charleston, SC",2026-07-11,1:00 PM,https://www.magnoliaplantation.com/magnolia-events,"Visual Arts, Drawing & Painting, Painting, Learning, Lessons & Classes, Food & Drink, Wine"
REI Presents: Flat Tire Repair Workshop,"REI, Mount Pleasant, SC",2026-07-11,1:00 PM,https://www.rei.com/events/88665/Flat-Tire-Repair-Workshop/a02cw00000SwfVhAAJ,"Sports & Outdoors, Sports, Cycling, Road Biking, Learning, Lessons & Classes"
Passport  To  Grace,"Walterboro, SC",2026-07-11,1:00 PM,https://www.eventbrite.com/e/passport-to-grace-tickets-1989162131482,"Pursuits & Hobbies, Travel, Topics, Schools & Education, Lifestyle, Health & Wellness"
Spirit Tastings at Kiawah Spirits,"Freshfields Village, Johns Island, SC",2026-07-11,1:00 PM,https://www.facebook.com/events/1295497679442018/1295497709442015/?active_tab=about,"Lifestyle, Religion & Spirituality, Food & Drink, Drinks, Spirits & Liquor, Pursuits & Hobbies, Markets & Shopping"
Introducing Our Summer Concert Series at Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-07-11,1:00 PM,https://fp.sevenrooms.com/explore/republicgardenandlounge/reservations/create/search/,"Food & Drink, Performing Arts, Music, Live Music, MusicEvent"
Summer Saturdays: Nicole Girard Jewelry and Love Maude,"The Palmetto Hotel, Charleston, SC",2026-07-11,2:00 PM,https://www.palmettohotelcharleston.com/,"Markets & Shopping, Pursuits & Hobbies"
Bourbon N' Bubbles Farm To Table Experience,"Bourbon N' Bubbles, Charleston, SC",2026-07-11,2:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Food, Food Tours, Pursuits & Hobbies, Culinary Arts"
"Fins, Friends, and 30 Years of Fun: Lowcountry Parrothead Party","Fam's Brewing Co., Charleston, SC",2026-07-11,5:00 PM,https://www.famsbrewingco.com/events-1/fins-friends-and-30-years-of-fun-lowcountry-parrothead-party,"Performing Arts, Music, Live Music, Food & Drink, Drinks, Craft Beer, Beer"
Brewery Blast Laser Tag at Holy City Brewing,"Holy City Brewing, North Charleston, SC",2026-07-11,5:00 PM,,"Food & Drink, Drinks, Pursuits & Hobbies, Games"
Sat Night Barn Jam,"Awendaw Green, Awendaw, SC",2026-07-11,6:00 PM,https://www.facebook.com/events/1537440211367034,"Performing Arts, Music"
The Dinner Detective True Crime Murder Mystery Dinner Show,"DoubleTree by Hilton Charleston Riverview, Charleston, SC",2026-07-11,6:00 PM,https://www.charlestoncvb.com/events/the-dinner-detective-true-crime-murder-mystery-dinner-show~27442,"Food & Drink, Food, Dinner, Performing Arts, Theater, Comedy, Topics, Law, Pursuits & Hobbies, Other Interests, Paranormal"
The Ultimate Red Top Party,"McNeal Park & Playground (Red Top Park), Johns Island, SC",2026-07-11,6:00 PM,https://www.eventbrite.com/e/the-ultimate-red-top-party-tickets-1991326845199,"Destinations, Parties & Reunions, Sports & Outdoors, Sports, Ultimate, Civic Benefit"
The Midnight City - on the NÜTRL Beach Stage,"The Windjammer, Isle of Palms, SC",2026-07-11,6:00 PM,https://the-windjammer.com/event/tmc-satjuly26/,"Performing Arts, Music, Concerts, Outdoor Concerts"
Slow Runner w/ Mechanical River (Solo) at the Charleston Pour House (Deck),"Pour House, Charleston, SC",2026-07-11,6:00 PM,https://www.facebook.com/events/1321754016814539/,"Performing Arts, Music, Rock, Indie Rock, Folk & Traditional, Theater, Sports & Outdoors, Fitness, Running"
The Sanctuary Sounds of Summer,"Kiawah Island, SC",2026-07-11,6:00 PM,https://www.facebook.com/events/2031937237413446/,"Food & Drink, Food, American Food, Hot Dogs, Drinks, Performing Arts, Music, Concerts, Special Audience, Family, Lifestyle, Religion & Spirituality"
Queens of Country,"Queen Street Playhouse, Charleston, SC",2026-07-11,7:00 PM,https://www.footlightplayers.net/queensofcountry,"Music, Country, Performing Arts"
July 11 - Luxe Bar & Bistro,"Luxe Bar & Bistro, Summerville, SC",2026-07-11,7:00 PM,https://www.eventbrite.com/e/july-11-luxe-bar-bistro-tickets-1990878720847,"Food & Drink, Performing Arts, Music, Concerts"
Domani,"Music Farm, Charleston, SC",2026-07-11,7:00 PM,https://musicfarm.com/event/domani/,
Charleston Battery vs. Charlotte Independence,"Patriots Point, Mount Pleasant, SC",2026-07-11,7:30 PM,https://seatgeek.com/charleston-battery-tickets?utm_source=chstoday&utm_medium=newslettereventad&utm_campaign=7.11match,"Sports & Outdoors, Sports, Soccer"
Charleston Farmers Market 2026,"Marion Square, Charleston, SC",2026-07-11,8:00 AM,https://charlestonfarmersmarket.com/,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Pursuits & Hobbies, Culinary Arts, Markets & Shopping, Farmers Markets"
Take The Funny And Run,"Theatre 99, Charleston, SC",2026-07-11,8:00 PM,https://theatre99.com/event/take-the-funny-and-run-443/,"Performing Arts, Comedy, Improv, Music, Concerts, Theater, Special Audience, Family, Sports & Outdoors, Fitness, Running"
SUP Yoga at Trophy Lakes,"Charleston Aqua Park, Johns Island, SC",2026-07-11,8:15 AM,https://eventvesta.com/events/145811/t/tickets,"Destinations, Festivals & Fairs, Summer, Festivals & Street Fairs, Sports & Outdoors, Fitness, Yoga"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-11,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
The Birthing Room: The Rebirth Pt. 2 - Destiny Restored,"Charleston, SC",2026-07-11,9:00 AM,https://www.eventbrite.com/e/the-birthing-room-the-rebirth-pt-2-destiny-restored-tickets-59776410854,"Topics, Business, Lifestyle, Religion & Spirituality"
